大类,地区/小类,子类,地点,学校,活动名,群号,群名称,说明
学校东方群,湖北省,,荆州市,沙市中学,,756855164,東方習坎樓 ~ School In Fantasy,欢迎本校本地的朋友来玩！
学校东方群,湖北省,,黄石市,黄石市第二中学,,571881185,黄二车万群：东方永夜抄作业,欢迎黄石二中的车车人入群～（快来人啊w）
学校东方群,湖北省,,鄂州市,湖北省鄂州高中,,498153657,鄂州高中东方project交流群,欢迎幻想入哦
学校东方群,湖北省,,武汉市,武汉大学,,1047043631,WHUDAYS Touhou Club,WHUDAYS Touhou Club欢迎各位新人！
学校东方群,湖北省,,武汉市,武汉市光谷第二高级中学,,376372758,风羽文社,
学校东方群,湖北省,,恩施市,湖北民族大学,,1061910341,湖北民族大学东方社,湖北民族大学东方社欢迎各位新人！
学校东方群,湖北省,,武汉市,武汉软件工程职业学院,,495386716,武软东方后花园,<--点击进入幻想乡-- 让武软里零零散散的车万人能够真正聚在一起
学校东方群,湖北省,,武汉市,武汉铁路职业技术学院,,1061454863,武汉铁院东方project交流群,武汉铁院车万人聚集地，欢迎各位武铁车车人加入
学校东方群,湖北省,,武汉,武昌首义学院,,984263899,武昌首义东方众交流群,欢迎本校和外校同学来玩
学校东方群,湖南省,,湖南省,芙湘东方高校联合,,879432536,芙湘东方高校联合,芙湘东方高校联合～TouHou Union of Flandre Universities（THUFU）一个湖南省各高校东方爱好者讨论与交流的社群。成立于2023年，旗下拥有自己的同人社团与专属thp...
学校东方群,湖南省,,长沙市,中南大学,,172225649,异次元东方交流群,欢迎中南车万人进群
学校东方群,湖南省,,长沙市,湖南大学,,609782080,湖南大学东方project群,欢迎湖大车万人进群
学校东方群,湖南省,,长沙市,湖南师范大学,,311681529,芙兰吃饭,欢迎师大车万人进群
学校东方群,湖南省,,长沙市,湖南农业大学,,928377866,芙兰农业大学,欢迎来玩
学校东方群,湖南省,,长沙市,长沙理工大学,,756587381,长理偷猴泼姐交流群,两个校区的同好均可加入
学校东方群,湖南省,,长沙市,中南林业科技大学,,782858186,永远亭·林科大分亭,欢迎校友或有意报考林科大的同学加入
学校东方群,湖南省,,长沙市,湖南工商大学,,563624976,幻想之间～湖工商东方聊天室,欢迎湖工商的车车人和有意报考湖工商的车车人加入！
学校东方群,湖南省,,长沙市,湖南中医药大学,,704310404,湖中大地下越共东方夜袭队,希望可以认识湖南各地的东方人
学校东方群,湖南省,,长沙市,长沙医学院,,387018934,长医分区·月都玉兔培育所,欢迎校友或有意报考长医的同学加入
学校东方群,湖南省,,常德市,湖南文理学院,,415054240,HUAS文理学院「東方Project」,欢迎文理同学加入（非本校的也可以来玩哦）
学校东方群,湖南省,,衡阳市,衡阳师范学院、湖南工学院：多学校,,664833150,湖南衡阳touhou車萬群,衡阳车车人都可以来玩
学校东方群,湖南省,,湘潭市,湘潭大学,,817508835,湘潭大学车万根据地及🐦🔄bar,欢迎所有湘大车万人加入!（舞萌牌洗衣机讨论群（划掉））
学校东方群,湖南省,,湘潭市,湖南科技大学,,562300847,湖南科技大学车万俱乐部！<新群名征集中>,欢迎湖科大车车人和各位毛玉入群
学校东方群,湖南省,,邵阳市,邵阳学院,,230178727,寶慶髙專東方同好群～霧の五泉湖,欢迎各位车万人入群交流
学校东方群,湖南省,,常德市,常德东方中学联合、常德市芷兰实验学校：多学校,,805812218,東方•芷兰苑•常德中学联合,常德芷兰实验学校东方同好会 兼 常德东方中学联合，欢迎常德的高中生们加入
学校东方群,湖南省,,长沙市,长沙市长郡中学、长沙市雅礼中学、湖南师范大学附属中学、长沙市第一中学：多学校,,592196500,守矢神社四大分社,欢迎长沙四大名校高中在读小登和毕业校友加入
学校东方群,湖南省,,长沙市,长沙市周南中学,,614333422,幽雅地爆破吧，长沙市周南,
学校东方群,湖南省,,湘潭市,湘潭钢铁集团第一子弟中学,,951576459,东方湘灵堂,欢迎本校车车人与湘潭的同好们加入
学校东方群,湖南省,,郴州市,郴州市一中、郴州市东方project中学同好会联合：多学校,,593943372,郴州一中~雾之湖畔,欢迎郴州一中和郴州其他中学的东方众来玩！Baka Baka~ (ᗜᴗᗜ)
学校东方群,湖南省,,长沙市,湖南财政经济学院,,935211322,湖南财政经济学院东方project小窝,欢迎湖财车万人抱团取暖
学校东方群,湖南省,,多地点：吉首市、张家界市,吉首大学,,1059996287,吉首东方众（THO是自由的，想办就办吧，人能年轻几回呢）,吉首大学的东方同好群，当然湘西其他地方的同好也欢迎入群一起来玩
学校东方群,广东省,,广东省,粤都东方院校联盟,,1050434028,粤都东方院校联盟,大家好！我们是广东及周边地区的校联组成的联盟，不定时组织各种线上线下活动，欢迎各地的车万人来玩～
学校东方群,广东省,,广州市,广州东方院校联合,,578391927,穗城东方院校联合~Touhou Union of Guangzhou Colle...,这里是广州地区东方Project院校联合会，包括但不限于高校，中职，中学，欢迎过去，现在，将来的广州各校东方众来玩，也欢迎各地的车万人来玩～不定时组织各类活动
学校东方群,广东省,,深圳市,深圳东方学生同好联合,,929790999,深圳东方学生同好会,
学校东方群,广东省,,佛山市,佛山东方porject学生联合会,,472520855,佛山的车车人们，联合起来！,起源于乐从中学，现在在佛山内寻找各校喜爱东方project的同学们组成的联合体，欢迎同学们在群里文明讨论，共同进步。
学校东方群,广东省,,东莞市,东莞东方院校联合,,941431303,东莞东方院校联合~Touhou Union of Dongguan Colleg...,目前仅对珠三角地区的中高等院校(含高校、中职、初高中)开放，入群须填写入群普查问卷~ 本群不定期举办莞校THG(touhou gathering)
学校东方群,广东省,,江门市,江门东方院校联合,,479606365,江门/五邑东方院校联合,江门地区的各校联合同好会，欢迎各位来玩~
学校东方群,广东省,,湛江市,湛江东方院校联合,,341648818,湛江东方院校联合,欢迎湛江各校的车万人来玩！
学校东方群,广东省,,肇庆市,肇庆东方高校联合,,980991456,肇庆东方高校联合,这里是肇庆东方高校联合，欢迎肇庆的车车人校友加入！祝愿大家都能在肇庆高校联合会上找到属于自己的幻想乡～
学校东方群,广东省,,珠海市,珠海东方院校联合,,1003901293,珠海东方院校联合,
学校东方群,广东省,,韶关市,韶关东方院校联合,,1053023053,韶关东方院校联合,
学校东方群,广东省,,广州市,中山大学,,308554047,SYSU幻想乡-,
学校东方群,广东省,,广州市,华南理工大学,,1146878965,SCUT绯想天,欢迎华南理工大学的校友以及广州其他高校的朋友们加入，请认真回答入群问题噢
学校东方群,广东省,,广州市,暨南大学,,973761547,暨南大学⛩️东方梦遐暨,暨南大学的东方同好会，欢迎同校的东方众们加入！
学校东方群,广东省,,广州市,华南师范大学,,298822384,SCNU-白泽繁殖基地,崭新出厂的华师车万群，欢迎各位华南师大的东方project爱好者加入
学校东方群,广东省,,广州市,南方医科大学,,927470311,永远亭制作所,南方医科大学东方project爱好者协会 永远亭～莲台野三院 & 永远亭制作所 社团交流用群
学校东方群,广东省,,广州市,华南农业大学,,928832047,五山农砖车万猫猫驾校,
学校东方群,广东省,,广州市,广东工业大学,,137339355,幻想乡特快专线孤岛站,
学校东方群,广东省,,广州市,广州大学,,778645480,广州大学车万越共聚集地（东方project）,欢迎广大东方众来玩
学校东方群,广东省,,广州市,广州中医药大学,,1043620753,东方杏林荟,欢迎广中医的车万人进群~
学校东方群,广东省,,广州市,广东外语外贸大学,,741990947,白云山—大学城广外东方p社roject交流群,欢迎广外校友加入 （同时本群也可以做无组织高校朋友的收容所，原群718440802、547105213已被爆破，进入5.0时代。警钟长鸣。）
学校东方群,广东省,,广州市,广东财经大学,,786236723,广财的幻想乐园,欢迎本校同学加入
学校东方群,广东省,,广州市,广东技术师范大学,,960887307,广师大无双漫社东方同好部,欢迎各位广师大的学子加入，目前仅对GPNU的校友开放
学校东方群,广东省,,广州市,仲恺农业工程学院,,961959386,迷途竹林中的东方同好群,欢迎仲园两校区、钟落潭高校园、以及其他外校的各位东方众加入！
学校东方群,广东省,,广州市,广东药科大学,,709271744,广药东方对外交流协会,"""See myself in your eyes.""欢迎各校车车人进来坐坐。"
学校东方群,广东省,,广州市,广州航海学院,,817064588,广州航海学院东方project同好群,（船长厨大本营（雾））
学校东方群,广东省,,广州市,广州商学院,,590028796,广商THO交流群,欢迎本校及外校同好加入xd
学校东方群,广东省,,广州市,广东培正学院,,193951999,广东培正学院★東方プロジェクト,
学校东方群,广东省,,广州市,广州南方学院,,206394950,南方学院tho交流群,南方学院的车车人都可以加入哦，欢迎各位一起友好交流，摸鱼闲聊
学校东方群,广东省,,广州市,广东白云学院,,629589995,BaiyunU有顶天,此群为广东白云学院（广白）东方project同好群，欢迎各位广白车车人加入吹水聊天
学校东方群,广东省,,广州市,广州软件学院,,582478724,广软东方茶话会,此群为广州软件学院东方project同好群
学校东方群,广东省,,广州市,广州科技职业技术大学,,1041635864,异忆时雾湖档案馆2.0,这里是广科大东方同好会，欢迎同校和外校朋友加入
学校东方群,广东省,,广州市,广州美术学院,,828038782,广美越共集中营🖼️~GAFA,这是全新建立的广州美术学院车万同好群，由于过于新，所以只有几个人，你知道越共们很难找到彼此，欢迎所有学校的人加入我们ε(*･ω･)_/ﾟ:･☆
学校东方群,广东省,,多地点：广州市、东莞市,广州新华学院,,972477351,秘封俱乐部🆕🌸分部,欢迎新华各校区的车车人来玩
学校东方群,广东省,,深圳市,南方科技大学,,521687366,Enormous Touhou Club,这里是南方科技大学东方Project同好者的园地，是东方project同好社的社团群。本群致力于东方或非东方的游戏交流，漫画手书创研，音乐创研，MAD创研，桌面游戏创研，同人小说创研。这里是幻想的温柔...
学校东方群,广东省,,深圳市,深圳大学,,523880304,深大越共单兵作战小分队,SZU指定车万（涩图）群，欢迎深大的汽车人扫码入群！ 群主是恋厨 （进群即可看群主cos恋恋） （一个月炸两次群了，希望这个活久点(）
学校东方群,广东省,,深圳市,哈尔滨工业大学（深圳）,,901289776,哈工深东方同好群！,欢迎HITer东方爱好者加入！我们还有哈尔滨本部、威海同好群，详见对应条目
学校东方群,广东省,,深圳市,香港中文大学（深圳）,,935417776,LGU车万分部,欢迎大家加入~
学校东方群,广东省,,深圳市,深圳技术大学,,925888790,深圳技术大学车批协防委员会,SZTU车万群
学校东方群,广东省,,深圳市,清华深研院与北大深研院,,799156461,清北深东方群,
学校东方群,广东省,,深圳市,深圳国际交流学院,,884748256,国交東方部SCIE TouHou Club,只允许本校学生加入
学校东方群,广东省,,深圳市,深圳职业技术学院,,372125550,东方修仙协会深职支部,
学校东方群,广东省,,深圳市,深圳信息职业技术学院,,878871949,深信秘封协会,一个深圳信息学院的东方爱好者群~线下活动茶会聚会待定（一个人刷阳光晨跑无聊可以多点人多人运动）
学校东方群,广东省,,佛山市,佛山大学,,696208071,佛山大学东方同好群,佛山大学东方同好交流平台
学校东方群,广东省,,东莞市,东莞理工学院,,793072411,幻想乡莞工分乡,欢迎莞工的东方众来玩
学校东方群,广东省,,多地点：东莞市、湛江市,广东医科大学,,965706553,GDMU三途川,欢迎广东医各车万人加入，也欢迎湛江本部车万人来玩！
学校东方群,广东省,,东莞市,广东科技学院,,630673707,GUST幻想乡——广东科技学院东方同好会,您好哟！这里是位于东莞的广东科技学院的东方同好会，这里会不定期带领参与各处车万活动！欢迎各位来自广科及各地的东方爱好者们前来加入~
学校东方群,广东省,,东莞市,东莞城市学院,,254256358,CY THO,欢迎城院的车万人来玩~
学校东方群,广东省,,东莞市,东莞职业技术学院,,377644088,东职幻想乡,欢迎东职各车万人来玩
学校东方群,广东省,,惠州市,惠州学院,,189737380,心向けの幻想郷,这里有baka
学校东方群,广东省,,惠州市,惠州市城市职业学院,,907329246,惠城院の雾之湖氷屋,哈咯呀各位车车人(๑•ᴗ•๑)♡～这里是惠城院の氷屋～同时也是惠城院车万人的大本营哟～有任何问题欢迎加群主小号（迪森工作室）咨询
学校东方群,广东省,,珠海市,珠海科技学院,,929160476,ZCST東方感情の妖怪寺,珠海科技学院本地東方同好群
学校东方群,广东省,,珠海市,北京师范大学珠海校区,,760767421,BNU·Z TOUHOU,北京校区也可以加（
学校东方群,广东省,,江门市,五邑大学,,925896962,京海幻想乡分乡,五邑大学喜欢东方的师生的家园。目前仅允许本校学生加入，抱意思
学校东方群,广东省,,湛江市,广东海洋大学,,590318791,雾之湖车万茶会馆,很新很新的群，海带车车壬都来集合呀QAQ，也欢迎校外同好进群一起玩。（试试摸摸图片）（幻想乡是内陆，实在是没有海了干脆把名字改成湖叭，另外群主是个还在奋战妖妖梦L的fw）
学校东方群,广东省,,湛江市,岭南师范学院,,342533530,妖怪之山石之地,岭南师范学院（湛师）的东方Project爱好者群 欢迎校内外车万人加入。
学校东方群,广东省,,汕头市,汕头大学,,819359408,汕大东方project交流群,（校园网可不限速白嫖网盘资源）
学校东方群,广东省,,潮州市,韩山师范学院,,647481579,你校车万人同好会,
学校东方群,广东省,,韶关市,韶关学院,,539693965,韶关山间神灵庙,欢迎韶院同好来玩！在校生和毕业生都可以！
学校东方群,广东省,,肇庆市,肇庆学院,,479708981,西江大湖边红茶馆,当地漫社的车万小群，目前群内容以闲聊为主，另有组团参加肇庆thp的打算，欢迎西江大学（大嘘）的车车人校友加入！
学校东方群,广东省,,广州市,广州市第五中学,,104032534,五中东方同好会_THSOS,
学校东方群,广东省,,广州市,广州市第六中学,,707904345,GZLZ 幻想の白鹭滩,欢迎六中的车车人加入，（广州其它高中的车车人也可以过来康康。）入群请先回答问题哦
学校东方群,广东省,,广州市,广州市第十六中学,,680375428,广州十六中 东方丹若绽,欢迎十六中及其分校的同学们加入，（广州其它学校的车车人也可以过来看看哦。）
学校东方群,广东省,,广州市,华南师范大学附属中学,,795283365,幻想乡驻华附领事馆,华附校友的东方同好交流群，无论是在校生还是已经毕业的学长都欢迎加入！
学校东方群,广东省,,广州市,广州市第七十五中学,,904416982,ZUN's fried chicken,七五学子的东方同好交流群，来这里寻找越共组织（群内不定期打则）
学校东方群,广东省,,深圳市,深圳外国语学校,,558326894,SFLS东方爱好者交流群,一个新鲜的群，欢迎各位深圳学生来~（（冷清死了能不能来点新人啊啊再不来人要废了））
学校东方群,广东省,,深圳市,龙华高级中学,,865996692,冷高车万交流群,隐匿于宇宙中心而名不见传的小团体
学校东方群,广东省,,深圳市,深圳市光明区高级中学,,956772843,收集光高各处的不可思议的东方众（公开同好群，发凉中hhh）,在一堆深圳高校中窜出一个高中，这是不是有点怪（便乘）这里是在2021年某个逆天日子建立的光高东方同好群，欢迎各位光高校友、老校友及各校学生前来观摩！【校园内置网络硬盘中存有大量车万及其它资源！现在还在...
学校东方群,广东省,,佛山市,乐从中学,,317494518,腊肠中学车万群,欢迎校友以及顺德的同学加入哦
学校东方群,广东省,,佛山市,李兆基中学,,734203028,东方幸存者协会,欢迎顺德的同学加入哦
学校东方群,广东省,,佛山市,龙江中学,,982191856,顺德龙中东方同好会,欢迎龙江的车车人加入（此群已并入佛山市高级中学的群（什））
学校东方群,广东省,,佛山市,佛山市高级中学,,991274515,佛山市高级中学东方交流群（原高明一中）,欢迎一切跟我们学校有缘的人进来玩！当然只是想来凑热闹也可以！由于发生了一点小问题所以之前的群解散，换到现在这个群。跟龙江中学群是共主邦联（其实就是群友之间关系很好
学校东方群,广东省,,佛山市,罗定邦中学,,1127726093,佛山市罗定邦中学东方同好会,是非常新鲜非常美味的群呢！也欢迎外校和已毕业的来玩！（群主其实也毕业了（笑））
学校东方群,广东省,,东莞市,东莞第一中学,,572111008,东莞一中幻想校区,欢迎东莞一中的车万人来哦！
学校东方群,广东省,,东莞市,东莞市第二高级中学,,906444145,东莞二中东方Project同好会,欢迎东莞二中的车万人入群，因为基本没有人所以麻烦附近学校的同学也能过来凑凑热闹（悲.jpg）。（群主是一个什么都不会的东方厨）
学校东方群,广东省,,东莞市,东莞市石龙中学,,590164307,龙中幻想乡居委会,欢迎龙中的车万人来！也欢迎其他的车万人来玩~
学校东方群,广东省,,东莞市,东莞高级中学,,967873110,莞高幻想乡,这里是莞高车万同好会，欢迎莞高车万人来玩ao！
学校东方群,广东省,,东莞市,东莞外国语学校,,850290091,莞外幻想居委会,莞外车万同好会，欢迎大家来玩~
学校东方群,广东省,,东莞市,东莞市翰林实验学校,,773713079,東方porject 翰林華府伝,翰林实验中学和翰林高级中学两校联合东方同好会
学校东方群,广东省,,东莞市,东莞松山湖未来学校,,960274376,莞未东方幻想箱,欢迎莞未的车万人来，也欢迎其他东莞车车人来群里看看
学校东方群,广东省,,东莞市,东莞市虎门中学,,658933741,幻想乡外界虎中居委会,无论是以前现在未来的虎中的车万人，都欢迎进来，也欢迎其他东莞的车车人！
学校东方群,广东省,,东莞市,东莞市第六高级中学,,526788593,六中外界幻想居委会,欢迎东莞六中车万人来这里吹水交流～
学校东方群,广东省,,东莞市,东华中学,,383159499,东华中学-卫星咖啡馆,急！急！急！！无论你是初中，还是高中，我们都热烈欢迎东华的车万人入群
学校东方群,广东省,,东莞市,东莞市第四高级中学,,960334020,东莞四中东方学生交流会,欢迎四中的车万人入群
学校东方群,广东省,,东莞市,东莞中学松山湖学校,,771232595,松莞东方幻想箱,欢迎松莞的东方众来玩~
学校东方群,广东省,,东莞市,东莞市第十高级中学,,904596399,冬灌石膏东方project群,欢迎十中的车万人入群
学校东方群,广东省,,东莞市,万江第二中学,,746577870,万江二中の幻想酒宴,欢迎万江街道的同学参加我们，本校基本没有几个东方人，麻烦附近学校的也来凑凑热闹（话说那么多大学里混一个初中会不会有点尴尬）（有空来一起晒日光浴罢）
学校东方群,广东省,,惠州市,博罗中学,,961536235,博中越共草丛,欢迎博罗中学的车万人加群。不管是不是博中车万人，只要你在博罗，就可以加入我们。（群主是笨蛋！）
学校东方群,广东省,,惠州市,惠州市第一中学,,1030261207,会流交方东中一州惠,惠州一中车车群，欢迎各位车万人进来玩！！(欢迎本校学生，也欢迎内鬼ᗜˬᗜ)
学校东方群,广东省,,惠州市,惠州市第八中学,,943104591,惠州八中东方project交流会,八中的同学都可以来哦！当然也欢迎惠州全市的车车人！
学校东方群,广东省,,中山市,中山市华辰实验中学,,710306832,美景东路一号幻想乡,↑点击即可加群，欢迎来玩XD↑（本校原校名为华南师范大学中山附属中学）
学校东方群,广东省,,中山市,中山市第一中学,,810533182,金字山摸魚錄 ~ the mountain of goldword.,欢迎一中校友来玩 （里面几乎是毕业的老油条，也欢迎本市其他学校的同好来玩）
学校东方群,广东省,,中山市,中山市桂山中学,,921525316,桂山车万壬总部,
学校东方群,广东省,,江门市,江门市第一中学,,490513184,东方红楼梦：江门一中东方众根据地,欢迎同学们和毕业的校友们回来玩啊！也欢迎大江门的其他同学来凑热闹哦！
学校东方群,广东省,,江门市,江门市广德实验学校（江门广附）、江门市蓬江区杜阮镇杜阮中心初级中学（杜中）：多学校,,761474746,江门广附×杜中の东方众聚集地,虽是联合校群，但是没几个人呢。。。
学校东方群,广东省,,江门市,江门市新会第一中学,,416917616,東方夢葵鄉：新会一中车万社,新会一中地下车万社，也欢迎江门市其他学校的同好加入！
学校东方群,广东省,,江门市,江门广雅中学,,643714680,gy东方project聚集地,在衡水模式校园的绝壁上绽放的美丽花朵。（仅限本校学生及毕业校友加群）
学校东方群,广东省,,汕头市,汕头市潮阳第一中学,,816987138,!! 東山楽園幻想同好會,欢迎一中的同好来玩！
学校东方群,广东省,,汕头市,汕头市林百欣科学技术中等专业学校,,628873676,Bad LinBaiXin!!林百欣科技中专东方交流群,欢迎林百欣本校学生和潮汕胶己人进群！PS:本群是23年新建的，人很少，快来人啊啊啊！！
学校东方群,广东省,,河源市,河源开放大学,,1011947001,河源开放大寺子屋,
学校东方群,广东省,,河源市,城东学校,,672363228,河源城东东江河童聚居地,于26年6月份创建的新群，主要向河源市江东新区城东学校车万众开放，其他学校也欢迎来访，咱大河源的学生越共群体需要壮大//PS：工校遗风（）←原河源市工业学校，2008年被河源理工学校撤并，旧校址于20...
学校东方群,广东省,,中山市,中山市永安中学,,857927597,永安车万群,欢迎校内校外的车车人进群交流！
学校东方群,广西壮族自治区,,南宁市,广西大学,,688077440,广西大学车万群,
学校东方群,广西壮族自治区,,南宁市,广西医科大学,,271845195,医大东方团契,
学校东方群,广西壮族自治区,,南宁市,广西民族大学,,754731996,去桂T罢！民大人！,欢迎来玩～
学校东方群,广西壮族自治区,,南宁市,南宁师范大学,,344467054,南师车万闲聊聚集地,
学校东方群,广西壮族自治区,,南宁市,广西艺术学院,,726293114,广艺东方同好会,欢迎广艺的同届生以及学长学姐入群
学校东方群,广西壮族自治区,,南宁市,广西财经学院,,921743843,零漫分部收留车车人,
学校东方群,广西壮族自治区,,南宁市,广西农业职业技术大学,,578173033,农职大东方project同好群,欢迎各位农职大的车万同好加入我们一起交流
学校东方群,广西壮族自治区,,南宁市,南宁学院,,121939639,南宁学院东方project交流群,
学校东方群,广西壮族自治区,,桂林市,广西师范大学,,984698566,广西师大东方project同好会,欢迎师大的车车人加入，群主教你省大钱去爽翻各种THO
学校东方群,广西壮族自治区,,桂林市,桂林电子科技大学,,125786033,桂电⚡Touhou车万神社⛩️,欢迎桂电及周边院校的车万人，致力发展建设桂电校园车万社群
学校东方群,广西壮族自治区,,桂林市,桂林理工大学,,913282536,桂林理工大学东方project同好会,欢迎桂工车车人加入群聊，一起来玩！！
学校东方群,广西壮族自治区,,桂林市,桂林航天工业学院,,950532035,桂航绯想天,欢迎桂航的东方众加入，一起整活呀！！！
学校东方群,广西壮族自治区,,桂林市,桂林旅游学院,,276855079,桂林旅游学院Touhou同好群,欢迎旅院的车车人加入，一起去玩！！！！
学校东方群,广西壮族自治区,,桂林市,桂林学院,,935394508,桂林学院东方project同好会,桂院车车人快来
学校东方群,广西壮族自治区,,桂林市,桂林信息科技学院,,932550342,桂林信息科技学院东方project同好会,校内校外的车车人都欢迎哦
学校东方群,广西壮族自治区,,百色市,右江民族医学院,,111605823,右江民族医学院东方project同好会,
学校东方群,广西壮族自治区,,崇左市,广西城市职业大学,,585977361,幻想乡厂线人才中心,欢迎各位城大的同好加入！（我们厂大居然也有自己的车万群，诶嘿）
学校东方群,广西壮族自治区,,来宾市,广西科技师范学院,,264882666,广西科技师范学院东方同好会,
学校东方群,广西壮族自治区,,南宁市,南宁市第一中学,,887350693,南宁市第一中学东方project同好会,欢迎各位来自南宁一中的车万厨～
学校东方群,广西壮族自治区,,南宁市,南宁市第二中学,,1022712637,南宁二中THproject同好会,
学校东方群,广西壮族自治区,,南宁市,南宁市第三中学,,714425872,南宁三中东方project同好会,欢迎南宁三中各校区的同好加入
学校东方群,广西壮族自治区,,南宁市,南宁市第九中学,,924354460,南宁九中东方群,欢迎各位九中学子入群，初中高中都可以入！期待期待～
学校东方群,广西壮族自治区,,南宁市,南宁市第二十八中学,,223968202,28幻想乡,
学校东方群,广西壮族自治区,,南宁市,南宁市第三十六中学,,1030497225,36中东方project同好会,欢迎加入
学校东方群,广西壮族自治区,,南宁市,南宁市第四十一中,,658411478,南宁41中东方project同好会,一个崭新的东方project同好会在41中建立了！不论是毕业的学长学姐或是即将来到41中的学弟学妹，我们都热烈欢迎！
学校东方群,广西壮族自治区,,南宁市,南宁市新民中学,,561972424,新民中学东方社,（这个社团竟通过了学校认证？！
学校东方群,广西壮族自治区,,南宁市,南宁市第四十三中学,,427158049,43中车万众养老聚集地,欢迎各位车车人来（整花活）。（居然这种小学校会有东方群?）
学校东方群,广西壮族自治区,,南宁市,邕宁高级中学,,867157445,邕高东方群ᗜˬᗜ,
学校东方群,广西壮族自治区,,南宁市,广西武鸣高级中学,,361734197,广西武鸣高中东方project同好会,
学校东方群,广西壮族自治区,,南宁市,琼林高级中学,,994982833,琼高东方project同好会,
学校东方群,广西壮族自治区,,柳州市,广西柳州高级中学,,915964328,柳高秘封俱乐部,欢迎柳高的车车人加入（（铁一也欢迎））
学校东方群,广西壮族自治区,,柳州市,柳州铁一中学,,554320816,Fe1 Alice幻乐团,
学校东方群,广西壮族自治区,,柳州市,柳州市第一中学,,385257245,柳州市一中车万同好交流会,
学校东方群,广西壮族自治区,,桂林市,广西师范大学附属外国语学校、桂林市国龙外国语学校：多学校,,966389571,稗田寺子屋,点击图片进入群聊，请输入文本
学校东方群,广西壮族自治区,,桂林市,桂林市第一中学,,608150726,一中寺子屋,欢迎一中的baka们加入(ᗜ◡ᗜ)
学校东方群,广西壮族自治区,,桂林市,桂林市第三中学,,620815105,桂林三中(德智)Touhou同好会,欢迎三中的车车人加入群聊！！！
学校东方群,广西壮族自治区,,桂林市,桂林市第五中学,,454536133,五中车万人交流群,
学校东方群,广西壮族自治区,,桂林市,桂林市第十七中学,,551549730,十七中车万人交流群,
学校东方群,广西壮族自治区,,桂林市,桂林市第十八中学,,383721934,十八中车万同好会,欢迎十八中车车人加入，欢迎进群讨论、交流。（（真的有十八中车车人吗。。。））
学校东方群,广西壮族自治区,,玉林市,玉林高级中学,,927926204,东方玉高群,欢迎玉高车车人来到这个相互认识和了解的平台
学校东方群,广西壮族自治区,,钦州市,钦州市第三中学,,418926944,守矢神社相亲相爱一家人,欢迎钦州三中的车车人们加入大家庭
学校东方群,广西壮族自治区,,北海市,北海市北海中学,,650865483,八云养老院,欢迎北中的东方众加入（其他北海本地学校的校友也可以进来哦）
学校东方群,广西壮族自治区,,梧州市,梧州市第一中学,,619595359,紅楓樹下の博麗神社,
学校东方群,广西壮族自治区,,南宁市,广西中医药大学,,755418574,广西中医药大学东方project同好会~竹林桜桂,欢迎桂中医同好加入！
学校东方群,重庆市,,重庆市,川渝东方高校联合,,923113251,川渝东方高校联合,
学校东方群,重庆市,,重庆市,重庆大学,,498603265,重庆大学东方Club,与西南政法大学群互为友校群关系
学校东方群,重庆市,,重庆市,西南大学,,548835593,西南大学東方群～Swu Touhou Group,本群包含但不仅限STG交流、FTG交流、联机打则、线上K歌、线下聚会、同人主题创作。欢迎车车人来聊天吹水
学校东方群,重庆市,,重庆市,西南政法大学,,922963033,毓泰茶馆~touhou分馆,与重庆大学群互为友校群关系
学校东方群,重庆市,,重庆市,重庆理工大学,,554762552,重理工的幻想乡,欢迎各位dalao和萌新来做人设，世界观，音乐，小说，漫画，原作，考据的讨论研究！
学校东方群,重庆市,,重庆市,长江师范学院,,188482098,马鞍竹林里,欢迎师院以及川渝地区东方众加入
学校东方群,重庆市,,重庆市,重庆邮电大学,,985730076,重邮THFS·南山幻想邮亭,重邮东方众同好会，欢迎各位来聊天，本群包括但不限于重邮学生
学校东方群,重庆市,,重庆市,四川美术学院,,692161022,川美红魔馆,本群除了谈论车万元素外，也可以讨论ACGN，话题不限。欢迎志同道合的各位入群，展示自己的作品
学校东方群,重庆市,,重庆市,重庆交通大学,,767738236,妖怪之山七公里交通局,只要你对东方project感兴趣或对东方project有所了解，我们都欢迎你的加入！随便坐，空位多得很呐！
学校东方群,重庆市,,重庆市,重庆工商大学,,884307536,五公里加速,欢迎来到重庆工商大学东方Project交流群！群内不限话题，重庆地区内各高校车车人都可以来玩！请大家多关照！
学校东方群,重庆市,,重庆市,重庆师范大学,,237661407,重师寺子屋幼教中心,欢迎来到虎溪师专车万同好会≋聊天游戏线下约饭之类的都行，玩得开心就好
学校东方群,重庆市,,重庆市,重庆医科大学,,703220622,重医车万交流群,群里人少，欢迎校内外的车万众来玩(*^▽^*)
学校东方群,重庆市,,重庆市,重庆市清华中学校,,376979819,重庆第⑨东方学会,前重庆市第（⑨）中学，重振九中荣光，吾辈义不容辞！欢迎各地东方众加入（点击Logo加入我们↑
学校东方群,重庆市,,重庆市,重庆市巴南中学校,,641179256,巴南中学东方project交流会,本校外校都可以来啊
学校东方群,重庆市,,重庆市,重庆市巴蜀中学校,,970093774,巴蜀中学现代ACG文化研究社东方分部,欢迎
学校东方群,重庆市,,重庆市,重庆市第十八中学,,948918223,十八幻想乡,欢迎喜欢东方project的各位，本群不定期举办STG、FTG游戏比赛活动，欢迎大家一起来交流！
